800.7,0.94,0.0866,-0.223,0.204,0.115 
806.8,0.938,0.0866,-0.23,0.204,0.116 
812.7,0.939,0.0884,-0.229,0.203,0.115 
818.7,0.937,0.0906,-0.234,0.202,0.117 
824.8,0.927,0.0873,-0.221,0.204,0.117 
830.8,0.913,0.0848,-0.206,0.207,0.117 
836.8,0.916,0.0846,-0.216,0.206,0.118 
842.8,0.917,0.087,-0.22,0.204,0.118 
848.8,0.919,0.0872,-0.212,0.205,0.119 
854.6,0.916,0.0864,-0.241,0.202,0.122 
860.7,0.922,0.0894,-0.233,0.2,0.118 
866.7,0.917,0.0897,-0.235,0.201,0.124 
872.7,0.909,0.0881,-0.234,0.201,0.120 
878.7,0.912,0.0883,-0.232,0.201,0.122 
883.5,0.886,0.0784,-0.136,0.215,0.118 
891.5,0.901,0.0861,-0.209,0.205,0.118 
899.4,0.87,0.0811,-0.01,0.226,0.122 
907.5,0.926,0.0936,-0.172,0.2,0.126 
915.4,0.947,0.0972,-0.205,0.191,0.131 
923.3,0.867,0.0738,-0.014,0.229,0.136 
931.4,0.92,0.0918,-0.165,0.201,0.133 
939.4,0.905,0.0887,-0.167,0.204,0.133 
947.4,0.92,0.0991,-0.212,0.196,0.133 
955.4,0.883,0.0871,-0.165,0.205,0.135 
963.5,0.878,0.089,-0.188,0.203,0.136 
971.4,0.867,0.088,-0.154,0.207,0.137 
979.7,0.881,0.0914,-0.225,0.198,0.138 
987.6,0.853,0.086,-0.129,0.21,0.140 
993.7,0.889,0.0975,-0.225,0.193,0.140 
1003.6,0.881,0.0963,-0.211,0.195,-999
1013.1,0.874,0.0952,-0.199,0.196,0.145 
1019.5,0.846,0.0892,-0.202,0.2,0.145 
1027.7,0.867,0.0978,-0.239,0.191,0.145 
1035.5,0.851,0.0949,-0.187,0.198,0.147 
1043.6,0.866,0.1,-0.292,0.185,0.149 
1051.7,0.843,0.0949,-0.206,0.196,0.149 
1059.7,0.866,0.1036,-0.22,0.189,0.150 
1067.8,0.855,0.1015,-0.281,0.185,0.152 
1075.8,0.842,0.1008,-0.224,0.191,0.152 
1083.6,0.838,0.1017,-0.273,0.186,0.154 
1091.8,0.821,0.0971,-0.233,0.192,0.156 
1099.7,0.826,0.1013,-0.208,0.192,0.159 
1107.7,0.801,0.0959,-0.194,0.197,0.158 
1115.9,0.814,0.1,-0.275,0.186,0.161 
1123.8,0.815,0.1026,-0.235,0.188,0.162 
1131.8,0.823,0.1069,-0.297,0.18,0.161 
1139.7,0.814,0.1071,-0.255,0.184,0.162 
1147.8,0.814,0.1072,-0.274,0.182,0.162 
1155.7,0.798,0.1041,-0.262,0.186,0.162 
1163.8,0.815,0.1102,-0.284,0.179,0.165 
1171.8,0.8,0.1074,-0.27,0.182,0.164 
1179.8,0.793,0.1068,-0.28,0.182,0.167 
1187.8,0.786,0.1043,-0.261,0.184,0.169 
1195.8,0.792,0.1088,-0.279,0.181,0.170 
1203.9,0.775,0.1032,-0.271,0.184,0.171 
1211.9,0.793,0.1119,-0.285,0.178,0.173 
1219.8,0.781,0.1073,-0.298,0.179,0.171 
1227.9,0.767,0.1052,-0.26,0.184,0.173 
1235.9,0.761,0.1048,-0.269,0.183,0.173 
1244,0.749,0.1019,-0.25,0.186,0.175 
1252,0.773,0.112,-0.313,0.175,0.175 
1259.8,0.773,0.1131,-0.284,0.176,0.176 
1267.8,0.749,0.1065,-0.262,0.181,0.178 
1275.9,0.766,0.112,-0.282,0.176,0.176 
1284.2,0.757,0.1096,-0.271,0.178,0.184 
1292,0.764,0.1143,-0.28,0.176,0.181 
1299.8,0.745,0.1091,-0.274,0.179,0.183 
1307.8,0.73,0.1051,-0.261,0.182,0.183 
1315.9,0.724,0.1047,-0.256,0.182,0.186 
1323.8,0.738,0.1106,-0.281,0.177,0.183 
1331.8,0.727,0.1071,-0.274,0.179,0.184 
1339.8,0.718,0.106,-0.259,0.181,0.185 
1347.8,0.716,0.1062,-0.258,0.181,0.185 
1355.8,0.714,0.1074,-0.271,0.179,0.188 
1363.8,0.718,0.109,-0.274,0.177,0.188 
1371.8,0.71,0.1078,-0.263,0.179,0.190 
1379.8,0.707,0.1085,-0.266,0.179,0.191 
1387.8,0.708,0.1093,-0.271,0.177,0.191 
1395.9,0.705,0.1096,-0.268,0.177,0.191 
1403.8,0.729,0.1191,-0.301,0.169,0.195 
1411.8,0.706,0.1125,-0.283,0.175,0.197 
1419.8,0.713,0.1157,-0.282,0.173,0.196 
1427.9,0.696,0.1105,-0.284,0.176,0.200 
1435.7,0.717,0.1188,-0.28,0.171,0.198 
1443.8,0.694,0.1114,-0.289,0.175,0.201 
1451.9,0.755,0.1316,-0.33,0.158,0.201 
1459.8,0.678,0.1055,-0.243,0.181,0.201 
1467.8,0.724,0.1234,-0.298,0.166,0.205 
1475.8,0.702,0.1173,-0.289,0.171,0.206 
1483.9,0.697,0.1167,-0.273,0.172,0.202 
1491.8,0.727,0.1269,-0.304,0.163,0.204 
1499.8,0.714,0.1238,-0.308,0.164,0.203 
1507.8,0.708,0.1212,-0.293,0.166,0.208 
1515.7,0.72,0.1292,-0.306,0.162,0.206 
1523.8,0.714,0.1284,-0.317,0.161,0.207 
1531.7,0.692,0.1216,-0.274,0.168,0.207 
1539.7,0.714,0.131,-0.338,0.158,0.209 
1547.7,0.692,0.1237,-0.291,0.165,0.209 
1555.5,0.696,0.1254,-0.304,0.163,0.211 
1563.7,0.708,0.1309,-0.33,0.158,0.210 
1571.7,0.711,0.1326,-0.343,0.156,0.210 
1579.6,0.736,0.1427,-0.349,0.15,0.212 
1587.7,0.719,0.1354,-0.354,0.153,0.217 
1595.7,0.745,0.1446,-0.356,0.148,0.214 
1603.7,0.734,0.141,-0.348,0.151,0.215 
1611.7,0.762,0.1471,-0.395,0.142,0.217 
1620.1,0.772,0.1506,-0.385,0.142,0.219 
1628.1,0.769,0.1476,-0.409,0.14,0.217 
1636.1,0.753,0.1424,-0.38,0.145,0.222 
1644.2,0.727,0.135,-0.343,0.152,0.224 
1652.1,0.733,0.1361,-0.443,0.145,0.219 
